rank	Youtuber	Channel_contents	Primary_Language	subscribers	video views	category	Title	uploads	Country	Abbreviation	channel_type	video_views_rank	country_rank	channel_type_rank	video_views_for_the_last_30_days	lowest_monthly_earnings	highest_monthly_earnings	lowest_yearly_earnings	highest_yearly_earnings	subscribers_for_last_30_days	created_year	created_month	created_date	Gross tertiary education enrollment (%)	Population	Unemployment rate	Urban_population	Latitude	Longitude
888	Matheus Yurley	Brazilian YouTuber known for vlogs, pranks, and challenges.	Portuguese	12900000	140022442	Entertainment	Matheus Yurley	69	Brazil	BR	Entertainment	93531	52	167	147626	37	591	443	7100	0	2015	Jan	27	513	212559417	1208	183241641	-14235004	-5192528
889	gymvirtual	Fitness channel offering workout routines and health tips primarily targeted at a Spanish-speaking audience.	Spanish	12900000	2509752944	Sports	gymvirtual	1572	Spain	ES	Sports	3645	17	12	11993000	3000	48000	36000	575700	0	2010	Nov	1	889	47076781	1396	37927409	40463667	-374922
890	BIBO KR	Channel features a variety of children?s educational content and animated stories.	Korean	12900000	3178222797	Entertainment	BIBO KR	193	South Korea	KR	Entertainment	2649	16	167	4001000	1000	16000	12000	192100	0	2016	Aug	8	943	51709098	415	42106719	35907757	127766922
891	Top Viral Talent	Showcases a variety of talented individuals from around the globe, from singers to unique acts.	English	12900000	3643698504	Entertainment	Top Viral Talent	1598	United States	US	Entertainment	2177	171	167	29379000	7300	117500	88100	1400000	0	2014	Jan	2	882	328239523	147	270663028	3709024	-95712891
892	Akon	Official channel of the artist Akon, featuring his music videos, interviews, and behind-the-scenes content.	English	12900000	6300933122	Music	Akon	39	United States	US	Music	976	171	145	91240000	22800	365000	273700	4400000	0	2005	Nov	5	882	328239523	147	270663028	3709024	-95712891
893	AlArabiya	Middle Eastern news channel providing comprehensive news and analyses from around the Arab world.	Arabic	12900000	7520379951	People & Blogs	AlArabiya	169304	United Arab Emirates	AE	News	737	8	23	80219000	20100	320900	240700	3900000	0	2006	Sep	19	368	9770529	235	8479744	23424076	53847818
894	Rauw Alejandro	Official channel of Puerto Rican singer Rauw Alejandro, featuring music videos and vlogs.	Spanish	12900000	11504090820	Music	Rauw Alejandro	168	United States	US	Music	348	5	145	205548000	51400	822200	616600	9900000	0	2014	Dec	11	882	328239523	147	270663028	3709024	-95712891
895	EnriqueIglesiasVEVO	VEVO channel for Enrique Iglesias, featuring his music videos and live performances.	Spanish	12900000	15446707595	Music	EnriqueIglesiasVEVO	137	United States	US	Music	210	171	145	75773000	18900	303100	227300	3600000	0	2009	May	12	882	328239523	147	270663028	3709024	-95712891
896	The Shiny Peanut	Channel offers a mix of animated stories, educational content, and fun learning activities for kids.	English	12900000	2848466522	Education	The Shiny Peanut	2337	Indonesia	ID	Entertainment	3109	32	167	837700	209	3400	2500	40200	0	2016	Oct	26	363	270203917	469	151509724	-789275	113921327
897	Talking Angela	Features interactive content and videos from the popular Talking Angela app.	English	12800000	3632438963	Entertainment	Talking Angela	233	United Kingdom	GB	Film	2184	31	45	27957000	7000	111800	83900	1300000	0	2014	Sep	2	600	66834405	385	55908316	55378051	-3435973
898	Melon City Show	Variety channel with content ranging from comedy sketches to music parodies.	Arabic	12800000	5863456698	Comedy	Melon City Show	1727	Iraq	IQ	Comedy	1087	2	40	35336000	8800	141300	106000	1700000	0	2016	Jan	30	162	39309783	1282	27783368	33223191	43679291
899	Duo Tiempo De Sol	Duo from Argentina creating children?s music and fun educational songs.	Spanish	12800000	6662288136	Music	Duo Tiempo De Sol	323	Spain	ES	Education	896	17	44	53988000	13500	216000	162000	2600000	0	2013	Mar	26	889	47076781	1396	37927409	40463667	-374922
900	Troom Troom India	Part of the Troom Troom franchise, this channel offers DIYs, pranks, and life hacks in Hindi.	Hindi	12800000	6804072897	Howto & Style	Troom Troom India	2385	India	IN	Howto	873		35	17270000	4300	69100	51800	829000	0	2015	Apr	19	281	1366417754	536	471031528	20593684	7896288
901	MrSuicideSheep	Music channel known for featuring a variety of electronic, indie, and alternative music.	English	12800000	6970899521	Entertainment	MrSuicideSheep	3483	Canada	CA	Entertainment	842	13	168	18118000	4500	72500	54400	869600	0	2010	Apr	9	689	36991981	556	30628482	56130366	-106346771
902	Adam W	Features comedic skits, pranks, and challenges.	English	12800000	9502983550	Comedy	Adam W	681	United States	US	Comedy	492	171	39	228951000	57200	915800	686900	11000000	0	2015	Oct	4	882	328239523	147	270663028	3709024	-95712891
903	Right to Shiksha	Educational channel providing learning materials and tutorials for students.	Hindi	12800000	7876740921	Education	Right to Shiksha	2044	India	IN	Education	670	120	45	213738000	53400	855000	641200	10300000	0	2020	Apr	23	281	1366417754	536	471031528	20593684	7896288
904	FACT FIRE KING	Focuses on interesting facts and educational content, aiming to provide knowledge in an entertaining way.	Hindi	12700000	1159290255	Games	FACT FIRE KING	782	India	IN	Games	9683	120	66	51291000	12800	205200	153900	2500000	0	2020	Jul	29	281	1366417754	536	471031528	20593684	7896288
905	Ian Lucas	Argentine YouTuber known for his vlogs, challenges, and musical content.	Spanish	12700000	1450874545	Entertainment	Ian Lucas	50	Argentina	AR	Entertainment	4052208		6682	48	0	0	0	0	0	2016	Apr	16	900	44938712	979	41339571	-38416097	-63616672
906	Franco Escamilla	Mexican comedian and musician, known for his stand-up specials and humorous sketches.	Spanish	12700000	4266957149	Comedy	Franco Escamilla	2483	Mexico	MX	Comedy	1740	32	41	77482000	19400	309900	232400	3700000	0	2007	Oct	19	402	126014024	342	102626859	23634501	-102552784
907	Adexe & Nau	Spanish music duo known for their covers and original music targeted at a young audience.	Spanish	12700000	4579773883	Music	Adexe & Nau	594	Spain	ES	Music	1563	18	147	10083000	2500	40300	30200	484000	0	2013	Dec	22	889	47076781	1396	37927409	40463667	-374922
908	Diana and Roma IND	Hindi version of the popular kids? channel featuring siblings Diana and Roma in animated adventures.	Hindi	12700000	5567832210	Entertainment	Diana and Roma IND	534	United States	US	Entertainment	1173	173	169	46602000	11700	186400	139800	2200000	0	2019	Nov	7	882	328239523	147	270663028	3709024	-95712891
909	Jass Records	Punjabi music label featuring music videos, live studio sessions, and artist interviews.	Punjabi	12700000	5958994201	Music	JassRecords	1	India	IN	Music	4056853		5789	1	0	0	0	5	0	2012	Feb	10	281	1366417754	536	471031528	20593684	7896288
910	Future	Official channel of the rapper Future, featuring music videos, live performances, and behind-the-scenes content.	English	12700000	9927699419	Music	Future AMV's	119	United States	US	Film	270216	1944	1473	472367	118	1900	1400	22700	0	2020	Nov	7	882	328239523	147	270663028	3709024	-95712891
911	YoungBoy Never Broke Again	Channel of rapper NBA YoungBoy, featuring his music videos and releases.	English	12700000	13174393401	Entertainment	YoungBoy Never Broke Again	142	United States	US	Music	279	173	147	169968000	42500	679900	509900	8200000	0	2015	Jan	4	882	328239523	147	270663028	3709024	-95712891
912	Blossom	Features creative DIY projects, hacks, and crafts to inspire personal projects.	English	12700000	4733873025	Howto & Style	Blossom	812	United States	US	Howto	1472	173	36	43868000	11000	175500	131600	2100000	0	2017	Jun	1	882	328239523	147	270663028	3709024	-95712891
913	Piuzinho	Brazilian gamer known for his Free Fire gameplay and lively commentary.	Portuguese	12700000	1081285962	Gaming	Piuzinho	504	Brazil	BR	Games	10642	53	67	3619000	905	14500	10900	173700	0	2015	May	13	513	212559417	1208	183241641	-14235004	-5192528
914	Heidi y Zidane	Channel featuring siblings Heidi and Zidane engaging in challenges and family-friendly activities.	Spanish	12700000	6001189018	People	Heidi y Zidane	600	United States	US	People	1052	173	60	16117000	4000	64500	48400	773600	0	2019	Dec	2	882	328239523	147	270663028	3709024	-95712891
915	Go Ami Go!	Entertainment channel with family vlogs, challenges, and travel adventures.	Spanish	12700000	1714955279	People & Blogs	Go Ami Go!	252	Colombia	CO	People	5821	11	57	327600000	81900	1300000	982800	15700000	0	2015	Dec	3	553	50339443	971	40827302	4570868	-74297333
916	Morgz	UK-based YouTuber known for extreme challenges, pranks, and energetic vlogs.	English	12600000	3303595310	Gaming	Morgz	825	United Kingdom	GB	Entertainment	2491	32	170	58838000	14700	235400	176500	2800000	0	2014	Jun	10	600	66834405	385	55908316	55378051	-3435973
917	CaseyNeistat	Filmmaker and YouTube veteran known for his daily vlogs, cinematic style, and storytelling.	English	12600000	3152402405	People & Blogs	CaseyNeistat	1101	United States	US	People	2681	174	61	5952000	1500	23800	17900	285700	0	2010	Feb	15	882	328239523	147	270663028	3709024	-95712891
918	SULGI	Focuses on mukbang videos, showcasing a wide range of Korean foods and eating challenges.	Korean	12600000	3485373675	People & Blogs	SULGI	683	South Korea	KR	People	2313	17	61	113132000	28300	452500	339400	5400000	0	2012	Nov	5	943	51709098	415	42106719	35907757	127766922
919	NickiMinajAtVEVO	Official VEVO channel for the artist Nicki Minaj, featuring music videos and behind-the-scenes content.	English	12600000	8831179714	Music	NickiMinajAtVEVO	99	United States	US	Music	557	174	148	35027000	8800	140100	105100	1700000	0	2010	Apr	1	882	328239523	147	270663028	3709024	-95712891
920	Ellie Goulding	Features music videos, live performances, and behind-the-scenes content from singer Ellie Goulding.	English	12600000	6969178081	Music	Ellie Goulding	218	United Kingdom	GB	Music	841	32	148	36681000	9200	146700	110000	1800000	0	2007	Jan	29	600	66834405	385	55908316	55378051	-3435973
921	colinfurze	Inventor and YouTuber known for his extreme inventions, gadgets, and experiments.	English	12500000	1612094871	Entertainment	colinfurze	385	United Kingdom	GB	Entertainment	6487	33	171	8482000	2100	33900	25400	407200	0	2006	Nov	15	600	66834405	385	55908316	55378051	-3435973
922	People Vs Food	Channel where people try different foods and participate in food challenges.	English	12500000	1136534702	Entertainment	People Vs Food	601	United States	US	Entertainment	9980	175	171	15340000	3800	61400	46000	736300	0	2013	Jul	30	882	328239523	147	270663028	3709024	-95712891
923	Wolfoo Family	Animated series about Wolfoo and his adventures, targeted towards preschoolers.	English	12500000	161254021	Film	Wolfoo Family	61	United States	US	Film	81750	175	46	757789000	0	0	0	0	0	2019	Oct	21	882	328239523	147	270663028	3709024	-95712891
924	Ja Mill	Filipino couple sharing their life stories, pranks, and challenges.	Tagalog	12500000	1302818088	People & Blogs	jamill	0	Philippines	PH		4048879				0	0	0	0	0	2006	Feb	22	355	108116615	215	50975903	12879721	121774017
925	Health Time	Focuses on health tips, fitness advice, and wellness content.	Hindi	12500000	1002219689	Howto & Style	Health Time	1810	India	IN	People	11667	123	62	1395000	349	5600	4200	66900	0	2016	Sep	25	281	1366417754	536	471031528	20593684	7896288
926	Yair17	Mexican YouTuber known for video game content, particularly Minecraft.	Spanish	12500000	1402042328	Gaming	Yair17	1109	Mexico	MX	Games	7741	33	68	8869000	2200	35500	26600	425700	0	2014	Jan	22	402	126014024	342	102626859	23634501	-102552784
927	Little Baby Bum en Espa??	Spanish version of the popular children's song and nursery rhyme channel Little Baby Bum.	Spanish	12500000	6956320454	Education	Little Baby Bum en Espa??	1459	Spain	ES	Education	843	19	46	16319000	4100	65300	49000	783300	0	2014	Jun	6	889	47076781	1396	37927409	40463667	-374922
928	First We Feast	Features celebrity interviews while they eat progressively spicier wings.	English	12500000	2983799729	Howto & Style	First We Feast	1076	United States	US	Entertainment	2892	175	171	111252000	27800	445000	333800	5300000	0	2014	Feb	28	882	328239523	147	270663028	3709024	-95712891
929	Bebefinn - Nursery Rhymes & Kids Songs	Channel featuring animated nursery rhymes and children's songs.	English	12500000	4163639093	Entertainment	Bebefinn - Nursery Rhymes & Kids Songs	322	United States	US	Entertainment	1794	175	171	565459000	0	0	0	0	0	2022	Mar	30	882	328239523	147	270663028	3709024	-95712891
930	Troom Troom PT	DIY projects, crafts, and life hack videos aimed at a Portuguese-speaking audience.	Portuguese	12500000	4384177908	Howto & Style	Troom Troom PT	2738	Ukraine	UA	Howto	1667		37	13501000	3400	54000	40500	648100	0	2015	Apr	19	827	44385155	888	30835699	48379433	3116558
931	Parafernalha	Comedy channel producing sketches and humorous takes on everyday situations.	Portuguese	12500000	4625777945	Entertainment	Parafernalha	1888	Brazil	BR	Entertainment	1532	54	171	7158000	1800	28600	21500	343600	0	2011	May	13	513	212559417	1208	183241641	-14235004	-5192528
932	NDTV	Indian news channel offering breaking news, live reports, and in-depth analysis of current events.	Hindi	12500000	4935793409	Entertainment	NDTV	151136	India	IN	News	1395	123	24	58527000	14600	234100	175600	2800000	0	2006	May	8	281	1366417754	536	471031528	20593684	7896288
933	elcarteldesantatv	Channel associated with Mexican artist El Cartel de Santa, featuring music and lifestyle content.	Spanish	12500000	7489455451	Music	elcarteldesantatv	377	Mexico	MX	Entertainment	743	33	171	115881000	29000	463500	347600	5600000	0	2008	Nov	27	402	126014024	342	102626859	23634501	-102552784
934	Family Fitness	Channel dedicated to family-oriented fitness routines and healthy lifestyle tips.	English	12500000	10384848759	Entertainment	Family Fitness	1699	India	IN	Entertainment	413	123	171	235715000	58900	942900	707100	11300000	0	2017	Jan	18	281	1366417754	536	471031528	20593684	7896288
935	Zee Tamil	Tamil language channel from the Zee network featuring serials, films, and news.	Tamil	12500000	11552190002	Entertainment	Zee Tamil	102699	India	IN	Entertainment	342	123	171	349940000	87500	1400000	1000000	16800000	0	2008	Aug	26	281	1366417754	536	471031528	20593684	7896288
936	Flowers Comedy	Malayalam channel focusing on comedic clips, shows, and sketches.	Malayalam	12500000	11691081301	Entertainment	Flowers Comedy	11907	India	IN	Entertainment	337	122	170	180021000	45000	720100	540100	8600000	0	2015	Aug	19	281	1366417754	536	471031528	20593684	7896288
937	Mundo Bita	Features musical content for children, centered around the character Bita and his adventures.	Portuguese	12500000	16690788752	Music	Mundo Bita	253	Brazil	BR	Music	171	54	149	213700000	53400	854800	641100	10300000	0	2011	Sep	29	513	212559417	1208	183241641	-14235004	-5192528
938	Wave Music Bhakti	Devotional music channel featuring bhajans, kirtans, and spiritual music from India.	Hindi	12500000	5146004207	Music	Wave Music Bhakti	19899	India	IN	Music	1299	123	149	11079000	2800	44300	33200	531800	0	2011	Apr	19	281	1366417754	536	471031528	20593684	7896288
939	CKM	Channel known for its extreme challenges, pranks, and reality content.	Polish	12500000	4465772496	Comedy	CKM	117	India	IN	Comedy	1621	123	42	13142000	3300	52600	39400	630800	0	2018	Feb	20	281	1366417754	536	471031528	20593684	7896288
940	Quantum Tech HD	Showcases new technology, gadgets, and creative tools through high-definition content.	English	12500000	4340213066	Science & Technology	Mr_Mughall Gaming	223	Pakistan	PK		3956586	3554		8721	2	35	26	419	0	2022	Apr	23	90	216565318	445	79927762	30375321	69345116
941	_vector_	Technology and gaming channel with a focus on software tutorials, game mods, and tech reviews.	English	12400000	7597013023	Comedy	_vector_	398	United States	US	Comedy	720	176	43	903672000	225900	3600000	2700000	43400000	0	2019	Mar	24	882	328239523	147	270663028	3709024	-95712891
942	DEV Ke Facts	Offers intriguing facts, mystery stories, and educational content in Hindi.	Hindi	12400000	1971226335	Education	DEV Ke Facts	218	India	IN	Education	5034	124	47	273670000	68400	1100000	821000	13100000	0	2012	Sep	29	281	1366417754	536	471031528	20593684	7896288
